ensembl_gene_id	mode_plddt
YPL071C	54.63575
YMR172W	36.75875
YER011W	49.1355
YMR191W	32.35375
YIL086C	43.625
YOL085C	30.423
YOR214C	48.10549999999999
YIL146C	36.17
YOR019W	34.20125
YGL015C	47.287
YDL189W	41.8955
YLR052W	53.02875
YKR092C	46.523
YDR186C	38.13249999999999
YEL067C	45.2705
YGR162W	36.86
YHR084W	41.50075
YOR264W	49.818749999999994
YBR182C	40.58475
YHR126C	43.289
YIL117C	50.61725
YNL140C	34.5975
YDR439W	46.37349999999999
YJL110C	38.9575
YCL024W	31.50625
YOR058C	39.2355
YER084W	59.816500000000005
YHR125W	49.553
YNL091W	35.311
YNL157W	53.22749999999999
YJL020C	37.12875
YHR206W	35.23875
YHR097C	43.594750000000005
YLR094C	37.43375
YFL064C	28.252
YGR186W	40.533
YDR085C	47.57475
YIL045W	37.09625
YJL187C	33.175
YHR214C-D	46.5925
YFL015C	52.9665
YKL062W	34.14
YFR017C	55.7945
YGL021W	37.411249999999995
YDR200C	36.34625
YJR053W	42.728750000000005
YDR451C	47.909
YOR023C	38.915000000000006
YIL158W	58.24125
YOL013W-A	50.25875
YPL192C	58.96125
YDL123W	42.453500000000005
YJR012C	53.0355
YGR041W	36.0325
YAL019W	32.50625
YAL024C	29.14025
YDR505C	33.53625
YGL168W	50.42700000000001
YMR195W	37.69525
YIL056W	28.520249999999997
YBR083W	38.1625
YKR099W	34.59625
YJR146W	35.92625
YNL039W	37.04375
YIL119C	45.18625
YGR273C	55.88249999999999
YKL183C-A	52.242
YDL242W	51.7045
YDR130C	53.559999999999995
YEL059W	50.95875
YOL029C	36.26875
YOL155W-A	51.654
YLR390W-A	47.0185
YOR072W	55.205
YBL071C	45.33925
YJR120W	55.88075
YNL034W	23.384500000000003
YDL028C	34.0425
YGR240C-A	45.4995
YCL042W	41.786249999999995
YJR085C	55.913250000000005
YPR171W	38.713
YDR169C-A	58.71825
YDR422C	33.535
YAL064W-B	35.69125
YIL163C	56.61525
YKL068W-A	51.64825
YKR073C	37.10525
YMR075W	32.34875
YOR343C	32.779250000000005
YDR042C	34.5935
YHL041W	54.580000000000005
YLR110C	38.649
YPL014W	39.25125
YHR143W	37.05
YPL163C	27.78375
YLR403W	39.552
YPL038W-A	58.4105
YJL009W	47.92099999999999
YML030W	56.6755
YKL096W-A	48.95175
YGR161C	47.62075
YDR275W	51.4735
YJR150C	33.5325
YCR025C	52.02375
YLR079W	44.205749999999995
YCR041W	48.472
YDR043C	32.45
YLR228C	32.74625
YJL103C	33.706250000000004
YIR021W-A	53.5145
YDR239C	42.071
YBR071W	52.72225
YJL185C	35.441
YGR031C-A	27.08
YPR053C	40.86875
YKR045C	52.68675
YPL250C	52.53625
YPR013C	33.77875
YLR310C	24.554
YBR270C	38.5765
YGR159C	42.19125
YDR113C	46.3205
YIL092W	27.21475
YAR064W	44.784499999999994
YER161C	54.84
YJR079W	41.533
YBR197C	58.04275
YML113W	48.125
YKL112W	40.13025
YBR027C	52.07
YNL042W-B	33.76375
YIL136W	47.203
YER027C	37.81
YML058W-A	43.51525
YKR102W	24.9245
YMR136W	43.23725
YAL063C-A	58.53125
YGR097W	26.106500000000004
YGL170C	32
YFL034W	35.58
YGL166W	51.9885
YDR077W	39.916250000000005
YDR381C-A	53.25975
YHR073W-A	56.9095
YKL065W-A	52.15125
YGR250C	27.786500000000004
YOR009W	37.099
YKR022C	44.774249999999995
YDR278C	40.12325
YNL145W	45.5025
YNL199C	37.59625
YJL176C	35.47
YOR284W	53.71075
YJR128W	29.04525
YPL054W	45.85275
YCL028W	39.681
YHR054C	31.98975
YIR019C	27.39625
YDR466W	36.519
YNL224C	38.7255
YPL202C	40.9965
YBR059C	33.4725
YOR372C	44.5365
YGL025C	42.154
YLR190W	48.42225
YJR108W	38.33125
YBR285W	50.0535
YDR219C	41.2615
YER150W	39.30875
YOR387C	43.53575
YLR346C	51.9085
YLR156W	41.9015
YLR156W	49.68975
YLR156W	44.4375
YGR025W	53.1
YLR261C	58.875
YCR006C	48.16
YOR068C	36.495
YIL011W	38.37875
YHR093W	28.515
YER116C	51.8005
YCL037C	44.05
YGL222C	50.24475
YLR030W	38.29925
YNL269W	33.8545
YFL050C	32.65875
YDL214C	28.37125
YKL063C	55.65575
YPR124W	40.35475
YOR140W	36.71625
YNL234W	33.417500000000004
YJR092W	34.93
YJL051W	33.405
YHR180W	25.50125
YOR032C	42.909000000000006
YDR157W	51.19825
YPR174C	57.01125
YJR115W	40.57875
YPR151C	52.42625
YGR237C	37.146249999999995
YNL309W	47.80125
YHR086W	38.2115
YLL021W	30.995
YJL084C	35.9975
YDR528W	43.69475
YHR146W	43.624
YHR195W	44.8265
YMR030W-A	38.6845
YNL058C	55.25275
YFR032C-B	34.8835
YBR013C	26.205
YOL019W	39.714
YHR119W	33.198750000000004
YOL138C	29.70875
YER132C	31.913750000000004
YEL068C	42.29125
YDR118W-A	59.3065
YDR128W	28.61
YGR050C	48.919
YLR296W	53.11475
YGR035W-A	48.98899999999999
YLR096W	34.41375
YOR268C	36.50275
YEL007W	36.80125
YBL007C	37.11075
YOR394W	36.34875
YOR394W	40.214
YLR278C	27.889249999999997
YER115C	52.322500000000005
YLL030C	41.64825
YDR169C	48.711
YER076C	25.6925
YDR432W	43.33575
YBR067C	39.19
YPL073C	40.175
YBL054W	45.165
YHR160C	41.66725
YDL012C	36.25675
YBR209W	51.92625
YER040W	39.5625
YGR126W	54.60525
YMR016C	38.2275
YIL169C	26.45575
YFL068W	34.52725
YFL068W	37.50625
YFL068W	29.075000000000003
YMR007W	53.32799999999999
YHR175W	58.3775
YPL223C	42.475750000000005
YBR230C	51.325
YDR326C	33.958749999999995
YOL097W-A	46.27225
YFR034C	48.41275
YOR376W	54.43925
YPR199C	33.6235
YDR028C	39.72225
YPL062W	29.30475
YNL195C	42.605
YER111C	32.68625
YIR033W	28.80925
YLR131C	35.915499999999994
YLR256W	32.46625
YAL017W	27.701500000000003
YJL058C	35.715
YOR373W	26.75
YHR131C	34.2625
YPR014C	27.917499999999997
YPR115W	23.53
YOR029W	32.15975
YLR341W	25.03375
YPR203W	41.823
YOL036W	43.11024999999999
YOR072W-B	57.36475
YEL076C	25.887500000000003
YNL295W	31.73875
YDR096W	33.89
YKL038W	32.61625
YGR146C-A	57.68000000000001
YAL063C	24.637
Q0017	58.734
YHR007C-A	53.8485
YGL138C	51.92275
YER030W	46.134249999999994
YOR098C	38.26275
YDR003W	57.75
YOR008C-A	52.64225
YGL227W	29.297000000000004
YLR187W	34.94625
YJR093C	50.08025
YPL186C	47.55725
YJR021C	45.09
YPL261C	51.24875
YMR086W	42.716750000000005
YBR200W-A	45.162
YDL241W	37.81700000000001
YFR026C	25.01375
YOR113W	31.8975
YFL014W	56.77625
YGL193C	29.748
YDR475C	36.52875
YDR102C	52.01950000000001
YNL146C-A	39.0065
YOR338W	45.32225
YOR178C	39.59075
YOR188W	34.5775
YOL159C	24.53675
YBR081C	30.86375
YNL167C	39.7325
YDR310C	42.509
YGR079W	50.03475
YOR382W	36.89175
YIL105W-A	59.32675
YBR007C	33.58875
YML122C	44.72875
YPL152W-A	59.0925
YLR012C	50.6285
YLR111W	53.776250000000005
YMR036C	39.57775
YNL054W	38.696
YPL187W	43.14175
YKR100C	42.006249999999994
YDL089W	32.892250000000004
YIR003W	43.14875000000001
YAR050W	49.45375
YNL188W	37.51875
YBL059W	53.95625
YNL146W	46.396
YDR029W	49.10975
YPR007C	38.10825
YOR191W	28.143
YGL230C	46.16250000000001
YBR086C	32.2975
YDR485C	37.108
YMR204C	48.42775
YAR002W	44.4145
YLR082C	25.808999999999997
YNL272C	38.281
YBL103C	40.213750000000005
YPL089C	39.895
YJL019W	37.224999999999994
YOR104W	54.47675
YLR337C	45.12325
YHR185C	38.12925
YLL066W-A	34.52725
YLL066W-A	37.50625
YLL066W-A	29.075000000000003
YLR319C	37.411249999999995
YIL031W	32.077
YLR436C	26.832
YGR067C	40.53125
YGR045C	43.384
YER038W-A	51.9795
YLR125W	51.3
YBL066C	28.4065
YML058W	57.89125
YFL012W	33.50325
YPL282C	36.34875
YPL282C	40.214
YHR132W-A	58.68525
YJL077C	50.36150000000001
YEL033W	50.5975
YGL073W	36.39125
YOL155C	29.714999999999996
YPL180W	45.48675
YDR208W	33.845
YHR001W-A	56.646249999999995
YFL033C	29.98
YHR006W	36.04
Q0143	52.80525
YFL021W	43.71
YOL026C	53.85375
YNL124W	50.0085
YJL118W	34.937749999999994
YNL143C	49.04075
YOR359W	42.006
YFL019C	29.81625
YER078W-A	58.96075
YPR083W	36.182500000000005
YDR515W	43.500249999999994
YPR195C	34.4465
YOL164W-A	49.8725
YOL082W	28.936
YLR219W	45.60575
YNR049C	49.41175
YHR080C	32.70375
YDR409W	37.26625
YIL115C	34.45
YBR215W	44.538
YDR389W	35.585
YLR415C	47.69225
YLR302C	41.915
YGR164W	43.474999999999994
YJL095W	33.74625
YHL027W	37.73975
YPL181W	41.66625
YOL160W	36.440000000000005
YNL118C	35.67375
YGR196C	41.49825
YDR003W-A	52.25475
YGL197W	33.965
YJL043W	27.34
YGR136W	48.7825
YER033C	42.03725
YBL047C	35.558499999999995
YMR255W	51.955
YOR315W	39.81375
YJL107C	50.067499999999995
YKR019C	40.08775
YGR153W	31.145000000000003
YER054C	36.78875
YOR010C	47.69725
YGL254W	30.54875
YMR317W	27.92625
YGR023W	44.68299999999999
YDR014W-A	58.94725
YGL035C	39.354
YGR009C	38.53625
YOR020W-A	39.772000000000006
YNL233W	39.5185
YCL005W	34.65925
YDL039C	27.0625
YNL076W	43.2265
YMR163C	30.65375
YDR273W	49.904
YER114C	39.836
YEL008W	22.88275
YMR316C-A	56.26875
YGL049C	36.15375
YIL152W	30.067500000000003
YGR296C-B	37.425
YGR296C-B	37.6965
YGR296C-B	43.43025
YGR296C-B	48.62625
YGR296C-B	35.207
YHR149C	40.58475
YMR047C	36.695
YOR233W	37.02825
YDR344C	44.405249999999995
YDR320C	36.39
YPL056C	37.39475
YMR175W-A	52.967
YER028C	39.6595
YBR033W	33.8875
YNL151C	54.9145
YDR334W	31.07625
YOR083W	48.2765
YJL078C	29.66525
YOL004W	31.5175
YJL165C	30.118499999999997
YPL077C	37.71625
YIL156W	26.652
YOR324C	39.590500000000006
YKL108W	48.83425
YMR179W	40.342
YOL024W	43.55
YOL070C	45.113
YNL042W	56.38575
YIL112W	33.112500000000004
YBR156C	40.55425
YER155C	24.0395
YML081W	31.24375
YDR151C	42.64125
YHR214C-E	43.73
YAR069C	46.5925
YGL150C	29.65925
YKL195W	54.595
YNL074C	42.3155
YKL064W	34.2975
YNR047W	32.295
YER129W	34.50625
YDR215C	31.548250000000003
YNL183C	33.081250000000004
YLR353W	40.29675
YGR269W	28.358500000000003
YBL081W	38.25075
YPR185W	39.8875
YMR068W	33.57875
YLR194C	31.277500000000003
YLR006C	34.491
YPL193W	40.029
YLR223C	41.51775
YKL109W	43.34675
YOR267C	35.84
YLL067W-A	34.52725
YLL067W-A	37.50625
YLL067W-A	29.075000000000003
YDR207C	42.65125
YDL005C	43.21325
YPR042C	33.29875
YMR295C	57.736999999999995
YGL219C	35.115
YMR181C	49.1265
YGL061C	47.76725
YOR054C	33.7765
YCL057C-A	45.3695
YOR034C-A	51.696
YPL075W	35.21875
YFL023W	40.965999999999994
YNL078W	47.38275
YGL180W	27.29875
YKL102C	39.327
YIR025W	41.8815
YMR103C	49.14875
YKR090W	40.69325
YGR146C	39.2025
YMR254C	53.047
YCL068C	47.97524999999999
YPR008W	42.0765
YER188W	28.77
YML017W	41.33624999999999
YLR157W-D	50.82025
YOL105C	41.485
YGR219W	52.07000000000001
YDL106C	41.61675
YFL010C	48.4585
YHR014W	42.1755
YKL020C	33.4275
YER014C-A	39.465
YOL015W	24.275
YEL076C-A	30.856250000000003
YJL162C	37.45125
YKL097C	30.02225
YCR108C	50.17075
YOR105W	43.135
YML006C	39.5515
YOR127W	34.1725
YML109W	37.36125
YAL008W	53.090500000000006
YHR173C	51.99325
YKL105C	42.6745
YNR014W	47.43625
YLR154W-C	58.8565
YGL233W	57.187
YDR480W	41.22525
YHR102W	34.6675
YEL035C	44.8535
YGR275W	49.08725
YLR159W	41.9015
YLR159W	49.68975
YLR159W	44.4375
YPL085W	30.2975
YOL007C	52.391
YHR050W-A	57.747249999999994
YAL028W	42.7265
YOL051W	35.3435
YGR018C	39.7495
YAL065C	41.16975
YPR104C	39.81375
YGL066W	39.2825
YER032W	39.75975
YOL148C	43.424499999999995
YPR030W	33.40875
YJL129C	32.42
YOL078W	35.69625
YIL029C	51.94875
YLR161W	41.9015
YLR161W	49.68975
YLR161W	44.4375
YBR255W	37.939499999999995
YDL020C	40.67375
YHL007C	35.588750000000005
YCR022C	34.5385
YCR089W	30.83625
YBL043W	55.7105
YEL057C	29.4035
YAR014C	41.900000000000006
YLR335W	37.99375
YMR105W-A	50.91625
YMR122C	24.7585
YDR507C	35.50749999999999
YDL003W	38.719
YEL043W	37.7575
YDR524C-B	52.4595
YDR359C	35.542500000000004
YMR320W	39.295
YDL180W	31.02725
YGL188C-A	56.20475
YHR061C	42.57625
YPL105C	41.8415
YIL101C	35.70125
YDR351W	26.75
YDL150W	39.3925
YCL048W-A	46.084999999999994
YOL131W	57.187250000000006
YBL113C	28.81375
YMR230W-A	42.5005
YCR018C	38.77875
YDR309C	45.63475
YLR394W	37.876749999999994
YMR124W	39.024249999999995
YLR331C	56.241249999999994
YLR157W-E	55.151250000000005
YLR390W	51.633750000000006
YPL190C	40.381249999999994
YML119W	34.46625
YDR195W	44.160250000000005
YNL197C	40.0675
YER121W	49.088
YOR383C	36.32424999999999
YLR018C	48.7595
YGL209W	35.37125
YNL283C	44.967
YBL051C	41.66974999999999
YOR042W	47.765
YLR361C-A	55.83475
YPL119C-A	51.87125
YOR183W	42.3905
YKR029C	33.426
YPL177C	41.9975
YLR112W	29.6995
YHR036W	36.947500000000005
YBL031W	49.0055
YJL027C	36.85625
YDR103W	28.744999999999997
YMR002W	59.093
YCR001W	39.57875
YLR263W	36.166250000000005
YBL100W-C	58.101
YOR189W	55.02225
YDR463W	37.91225
YGL093W	34.0725
YML053C	39.225
YDL035C	23.3375
YBR045C	31.07125
YGL259W	28.86875
YMR070W	33.478750000000005
YKL175W	31.35275
YMR219W	29.04625
YIL059C	25.4135
YML037C	44.935
YPR075C	50.378
YNR077C	39.953
YEL025C	26.42275
YBL044W	39.8605
YMR280C	22.28575
YHR032W-A	52.2245
YNL068C	36.56775
YMR206W	40.8525
YMR165C	39.388
YGL237C	55.72475
YGR151C	57.14175
YBR152W	48.24025
YGL034C	54.946
YFR046C	43.504000000000005
YLR053C	51.45075
YER079W	41.35875
YBR289W	28.2125
YCR033W	35.61375
YPL027W	31.487250000000003
YKL068W	40.76275
YGR072W	46.1875
YBR157C	49.217749999999995
YMR107W	54.937
YNR075C-A	55.66525
YDL211C	49.05125
YHR213W-B	52.69675
YIR024C	44.14475
YIL135C	42.26275
YER085C	47.21249999999999
YNL271C	28.509
YKR028W	25.517
YMR175W	53.52625
YOL130W	34.40625
YNL198C	54.40325
YPL080C	33.314499999999995
YOL077W-A	56.7945
YLR273C	40.239
YNL327W	22.988999999999997
YER068W	36.93299999999999
YJL144W	55.7825
YGR221C	42.8825
YBR262C	43.84725
YDR420W	24.41075
YER158C	40.41975
YER138W-A	54.11675
YER130C	29.7125
YOL052C-A	50.89375
YOR123C	40.9775
YJL007C	52.903749999999995
YJL225C	25.059
YKL093W	40.856750000000005
YDL173W	52.155249999999995
YPR078C	31.627
YKL101W	26.188249999999996
YNR044W	39.0685
YFR020W	26.03
YMR122W-A	51.7655
YNL215W	51.17625
YPL283W-B	37.425
YPL283W-B	37.6965
YPL283W-B	43.43025
YPL283W-B	48.62625
YPL283W-B	35.207
YER083C	53.9875
YHL028W	42.6475
YDR213W	31.902499999999996
YER167W	41.7965
YOR279C	45.26025
YLR136C	44.345
YOR394C-A	53.187999999999995
YBR032W	31.838749999999997
YDR146C	36.02875
YNR009W	44.485
YAL067W-A	46.02025
YCR085W	42.49
YJR151C	29.0875
YGL023C	35.96
YGL071W	39.09075
YBR203W	36.42375
YBR184W	23.235
YCR024C-B	41.249
YDR192C	42.203500000000005
YFR019W	26.97725
YLR307C-A	52.6895
YNL166C	41.678
YIL055C	36.655249999999995
YKL204W	41.85575
YBL085W	37.06025
YGR035C	52.025000000000006
YPR063C	59.904
YCL063W	41.190749999999994
YBL009W	34.3325
YML117W	29.83125
YNL300W	50.67375
YOR018W	35.845
YOR314W	39.96875
YGL262W	32.196
YLR342W-A	54.248999999999995
YER175W-A	45.172
YHR103W	35.12875
YGL260W	36.49925
Q0182	40.3505
YCR065W	38.1125
YLR358C	24.994
YER088C	45.6725
YDL009C	52.79075
YOR066W	42.21375
YHR082C	33.8675
YML007W	41.30325
YDL048C	40.27550000000001
YKL052C	41.48625
YMR190C	30.3335
YPR005C	28.541000000000004
YNL097C-B	54.6365
YMR037C	33.17
YKL050C	38.059999999999995
YDR227W	29.268750000000004
YPL158C	48.34
YNL196C	39.855
YML083C	25.823749999999997
YLR312C	28.122750000000003
YMR030W	29.18
YJR094C	34.4895
YLR204W	48.9285
YLR257W	45.93275
YPR204C-A	37.425
YPR204C-A	37.6965
YPR204C-A	43.43025
YPR204C-A	48.62625
YPR204C-A	35.207
YER145C-A	25.521749999999997
YMR005W	42.50075
YKR015C	24.3025
YFR009W-A	41.299499999999995
YCL021W-A	47.54925
YPR163C	55.347
YOR247W	35.35875
YNL208W	47.396
YJL056C	31.937499999999996
YHL037C	44.4545
YLR464W	30.856250000000003
YPL229W	45.8155
YGR178C	42.904999999999994
YMR164C	45.588
YGR113W	43.89375
YKR010C	44.5475
YPL049C	46.612
YDR143C	38.24925
YJR091C	33.432500000000005
YGR258C	26.612250000000003
YPL141C	35.33875
YDL053C	44.6375
YDR223W	31.705
YDR246W-A	54.55775
YGR119C	38.12
YBR144C	59.35475
YOR156C	36.3
YOR329C	37.72875
YER045C	52.748000000000005
YJL151C	57.431999999999995
YFR016C	33.76875
YOL159C-A	31.59575
YBR138C	41.024249999999995
YER188C-A	32.72625
YOR073W	45.68325
YKL054C	42.346500000000006
YLR162W-A	53.425
YCL061C	39.819
YOR186W	52.74125
YMR269W	58.050999999999995
YBR066C	31.94
YPL016W	29.067
YPR095C	24.71575
YIL177C	25.100250000000003
YDR209C	31.021
YBR292C	40.339
YKL089W	42.36875
YIL054W	44.61725
YHR021W-A	38.9375
YER190C-B	37.425
YER190C-B	37.6965
YER190C-B	43.43025
YER190C-B	48.62625
YER190C-B	35.207
YBR108W	45.036
YGR239C	41.7725
YOR011W-A	46.356750000000005
YKR077W	39.69475
YHR152W	58.4395
YIR006C	37.563500000000005
YNL298W	37.155
YLR042C	33.6495
YLR122C	24.519
YOR235W	56.41525
YBL006C	59.990750000000006
YCR050C	40.47125
YPR027C	30.65
YMR001C-A	57.30975
YKL037W	33.989999999999995
YDR423C	37.27125
YDR017C	33.46
YIL036W	49.3715
YJR089W	33.676249999999996
YPL124W	52.48125
YJL042W	27.5385
YHR159W	44.05875
YIR010W	38.32875
YMR153W	39.8975
YEL014C	26.786499999999997
YDR464W	36.88125
YGL007W	31.22875
YBR016W	42.088
YGL249W	29.36875
YGR161W-C	55.4475
YDR216W	26.1235
YFR054C	28.91475
YDL224C	37.54875
YDR010C	33.30125
YLR162W	53.28425
YJL105W	35.79625
YCL058C	44.415
YKR075C	38.4225
YOR192C-C	52.51425
YNL164C	44.646249999999995
YCL014W	33.5775
YMR247W-A	57.09975
YHL005C	38.386
YMR147W	54.00225
YGL172W	36.24325
YNL176C	38.223749999999995
YIL122W	41.49275
YCR067C	29.402
YBR148W	28.543750000000003
YOL123W	41.891
YNR024W	51.522000000000006
YDR210W	42.89125
YOR097C	42.7225
YBR172C	41.62275
YBL097W	35.668749999999996
YMR081C	39.4375
YBR050C	31.430249999999997
YNL018C	24.786250000000003
YPL068C	41.63375
YDL069C	34.5105
YHR139C-A	36.027
YIL012W	57.850750000000005
YDR534C	39.197500000000005
YPL055C	38.19
YOL100W	32.5325
YPL150W	36.27375000000001
YOR255W	47.466249999999995
YJL133C-A	53.2065
YGR044C	37.88475
YKR032W	45.30125
YPL115C	37.15925
YJL197C-A	39.9175
YFL010W-A	51.44075
YLR236C	40.83875
YOL166W-A	52.235499999999995
YLR332W	43.6725
YDR274C	33.41
YKR005C	29.3975
YML059C	28.332749999999997
YPR015C	34.786
YNL046W	42.120999999999995
YIL060W	32.5475
YDL223C	33.26525
YDL088C	40.10875
YPR064W	35.675
YDL129W	40.89
YAR068W	33.3425
YOR355W	45.10275
YDR348C	43.48825
YPL230W	39.04625
YDL169C	42.818
YIL102C	27.72825
YIR016W	45.8275
YOL014W	30.5785
YBR201C-A	54.3065
YCL027W	42.0175
YMR273C	40.94125
YCL051W	49.18925
YDL186W	45.136
YER135C	31.371
YHR118C	43.43975
YKR091W	53.625
YLR255C	43.9475
YDR379W	34.45625
YLR297W	53.87925
YNL027W	28.50125
YJL083W	41.02875
YKL171W	32.888749999999995
YDR369C	36.27
YMR082C	39.09025
YNL278W	36.96875
YDR114C	52.90474999999999
YOR148C	59.19475
YEL077C	24.81375
YHR157W	27.575
YNL144C	35.383750000000006
YFR048W	37.59625
YGL235W	54.4775
YMR173W	33.57125
YNL184C	33.69125
YDR217C	32.4025
YFR035C	35.1915
YDR052C	35.28375
YCL001W-A	53.23625
YGR249W	39.07375
YHR219W	27.604750000000003
YHR136C	29.6765
YJL052C-A	55.532250000000005
YBR063C	22.302
YNL136W	47.0355
YJR083C	46.419
YER180C	41.419
YPL130W	28.09875
YJR127C	26.744750000000003
YDR181C	38.25675
YPR096C	50.36075
YGL118C	29.035000000000004
YBL101C	35.28375
YMR135C	27.84225
YJL076W	41.2145
YGR014W	34.213750000000005
